model_name,model_family,company_creator,official_website,model_category,release_date,input_modalities,output_modalities,context_window,open_weights_status,license,huggingface_url,github_url,logo_url,description,quality_score
Qwen3-4B-Instruct-2507-FP8,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507-FP8,text-generation,2025-08-06,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507-FP8,,,Qwen3-4B-Instruct-2507-FP8 is an AI model developed by Qwen for text-generation.,80
gte-small,gte,thenlper,https://huggingface.co/thenlper/gte-small,sentence-similarity,2023-07-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/thenlper/gte-small,,,gte-small is an AI model developed by thenlper for sentence-similarity.,80
Anima,Anima,circlestone-labs,https://huggingface.co/circlestone-labs/Anima,General ML,2026-01-29,text,text,N/A,Open-weight,N/A,https://huggingface.co/circlestone-labs/Anima,,,Anima is an AI model developed by circlestone-labs for general ML tasks.,80
twitter-xlm-roberta-base-sentiment,twitter,cardiffnlp,https://huggingface.co/cardiffnlp/twitter-xlm-roberta-base-sentiment,text-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/cardiffnlp/twitter-xlm-roberta-base-sentiment,,,twitter-xlm-roberta-base-sentiment is an AI model developed by cardiffnlp for text-classification.,80
paraphrase-MiniLM-L3-v2,paraphrase,sentence-transformers,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L3-v2,sentence-similarity,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L3-v2,,,paraphrase-MiniLM-L3-v2 is an AI model developed by sentence-transformers for sentence-similarity.,80
bm25,bm25,Qdrant,https://huggingface.co/Qdrant/bm25,sentence-similarity,2024-06-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qdrant/bm25,,,bm25 is an AI model developed by Qdrant for sentence-similarity.,80
1,1,unslothai,https://huggingface.co/unslothai/1,feature-extraction,2024-07-14,text,text,N/A,Open-weight,N/A,https://huggingface.co/unslothai/1,,,1 is an AI model developed by unslothai for feature-extraction.,80
tiny-clip-text-2,tiny,peft-internal-testing,https://huggingface.co/peft-internal-testing/tiny-clip-text-2,General ML,2023-09-20,text,text,N/A,Open-weight,N/A,https://huggingface.co/peft-internal-testing/tiny-clip-text-2,,,tiny-clip-text-2 is an AI model developed by peft-internal-testing for general ML tasks.,80
resnet18.a3_in1k,resnet18.a3_in1k,timm,https://huggingface.co/timm/resnet18.a3_in1k,image-classification,2023-04-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/timm/resnet18.a3_in1k,,,resnet18.a3_in1k is an AI model developed by timm for image-classification.,80
Llama-3.1-8B-Instruct-4bit,Llama,mlx-community,https://huggingface.co/mlx-community/Llama-3.1-8B-Instruct-4bit,text-generation,2025-02-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/mlx-community/Llama-3.1-8B-Instruct-4bit,,,Llama-3.1-8B-Instruct-4bit is an AI model developed by mlx-community for text-generation.,80
distiluse-base-multilingual-cased-v1,distiluse,sentence-transformers,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v1,sentence-similarity,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v1,,,distiluse-base-multilingual-cased-v1 is an AI model developed by sentence-transformers for sentence-similarity.,80
PP-DocLayoutV3_safetensors,PP,PaddlePaddle,https://huggingface.co/PaddlePaddle/PP-DocLayoutV3_safetensors,object-detection,2026-01-20,text,text,N/A,Open-weight,N/A,https://huggingface.co/PaddlePaddle/PP-DocLayoutV3_safetensors,,,PP-DocLayoutV3_safetensors is an AI model developed by PaddlePaddle for object-detection.,80
e5-mistral-7b-instruct-bnb-4bit,e5,gabor-hosu,https://huggingface.co/gabor-hosu/e5-mistral-7b-instruct-bnb-4bit,feature-extraction,2026-01-09,text,text,N/A,Open-weight,N/A,https://huggingface.co/gabor-hosu/e5-mistral-7b-instruct-bnb-4bit,,,e5-mistral-7b-instruct-bnb-4bit is an AI model developed by gabor-hosu for feature-extraction.,80
tiny-random-OPTForCausalLM,tiny,peft-internal-testing,https://huggingface.co/peft-internal-testing/tiny-random-OPTForCausalLM,text-generation,2025-11-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/peft-internal-testing/tiny-random-OPTForCausalLM,,,tiny-random-OPTForCausalLM is an AI model developed by peft-internal-testing for text-generation.,80
Rax-4.5,Rax,raxcore-dev,https://huggingface.co/raxcore-dev/Rax-4.5,image-text-to-text,2025-11-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/raxcore-dev/Rax-4.5,,,Rax-4.5 is an AI model developed by raxcore-dev for image-text-to-text.,80
bert-portuguese-ner,bert,lfcc,https://huggingface.co/lfcc/bert-portuguese-ner,token-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/lfcc/bert-portuguese-ner,,,bert-portuguese-ner is an AI model developed by lfcc for token-classification.,80
longformer-base-4096,longformer,allenai,https://huggingface.co/allenai/longformer-base-4096,General ML,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/allenai/longformer-base-4096,,,longformer-base-4096 is an AI model developed by allenai for general ML tasks.,80
w2v-xls-r-uk,w2v,Yehor,https://huggingface.co/Yehor/w2v-xls-r-uk,automatic-speech-recognition,2022-06-08,text,text,N/A,Open-weight,N/A,https://huggingface.co/Yehor/w2v-xls-r-uk,,,w2v-xls-r-uk is an AI model developed by Yehor for automatic-speech-recognition.,80
Qwen3-TTS-12Hz-0.6B-CustomVoice,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-TTS-12Hz-0.6B-CustomVoice,text-to-speech,2026-01-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-TTS-12Hz-0.6B-CustomVoice,,,Qwen3-TTS-12Hz-0.6B-CustomVoice is an AI model developed by Qwen for text-to-speech.,80
UAE-Large-V1,UAE,WhereIsAI,https://huggingface.co/WhereIsAI/UAE-Large-V1,feature-extraction,2023-12-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/WhereIsAI/UAE-Large-V1,,,UAE-Large-V1 is an AI model developed by WhereIsAI for feature-extraction.,80
gte-large-en-v1.5,gte,Alibaba-NLP,https://huggingface.co/Alibaba-NLP/gte-large-en-v1.5,sentence-similarity,2024-04-20,text,text,N/A,Open-weight,N/A,https://huggingface.co/Alibaba-NLP/gte-large-en-v1.5,,,gte-large-en-v1.5 is an AI model developed by Alibaba-NLP for sentence-similarity.,80
gemma-4-12B-it-qat-w4a16-ct,gemma,google,https://huggingface.co/google/gemma-4-12B-it-qat-w4a16-ct,any-to-any,2026-06-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/gemma-4-12B-it-qat-w4a16-ct,,,gemma-4-12B-it-qat-w4a16-ct is an AI model developed by google for any-to-any.,80
text2vec-base-chinese,text2vec,shibing624,https://huggingface.co/shibing624/text2vec-base-chinese,sentence-similarity,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/shibing624/text2vec-base-chinese,,,text2vec-base-chinese is an AI model developed by shibing624 for sentence-similarity.,80
wav2vec2-xlsr-nepali,wav2vec2,gagan3012,https://huggingface.co/gagan3012/wav2vec2-xlsr-nepali,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/gagan3012/wav2vec2-xlsr-nepali,,,wav2vec2-xlsr-nepali is an AI model developed by gagan3012 for automatic-speech-recognition.,80
DeepSeek-V3,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V3,text-generation,2024-12-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/deepseek-ai/DeepSeek-V3,,,DeepSeek-V3 is an AI model developed by deepseek-ai for text-generation.,80
pythia-70m-deduped,pythia,EleutherAI,https://huggingface.co/EleutherAI/pythia-70m-deduped,text-generation,2023-02-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/EleutherAI/pythia-70m-deduped,,,pythia-70m-deduped is an AI model developed by EleutherAI for text-generation.,80
nb-wav2vec2-1b-bokmaal-v2,nb,NbAiLab,https://huggingface.co/NbAiLab/nb-wav2vec2-1b-bokmaal-v2,automatic-speech-recognition,2024-02-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/NbAiLab/nb-wav2vec2-1b-bokmaal-v2,,,nb-wav2vec2-1b-bokmaal-v2 is an AI model developed by NbAiLab for automatic-speech-recognition.,80
stable-diffusion-safety-checker,stable,CompVis,https://huggingface.co/CompVis/stable-diffusion-safety-checker,General ML,2022-08-22,text,text,N/A,Open-weight,N/A,https://huggingface.co/CompVis/stable-diffusion-safety-checker,,,stable-diffusion-safety-checker is an AI model developed by CompVis for general ML tasks.,80
bge-micro-v2,bge,TaylorAI,https://huggingface.co/TaylorAI/bge-micro-v2,sentence-similarity,2023-10-11,text,text,N/A,Open-weight,N/A,https://huggingface.co/TaylorAI/bge-micro-v2,,,bge-micro-v2 is an AI model developed by TaylorAI for sentence-similarity.,80
BiRefNet,BiRefNet,ZhengPeng7,https://huggingface.co/ZhengPeng7/BiRefNet,image-segmentation,2024-07-12,text,text,N/A,Open-weight,N/A,https://huggingface.co/ZhengPeng7/BiRefNet,,,BiRefNet is an AI model developed by ZhengPeng7 for image-segmentation.,80
Qwen2.5-1.5B,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-1.5B,text-generation,2024-09-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-1.5B,,,Qwen2.5-1.5B is an AI model developed by Qwen for text-generation.,80
parakeet-ctc-1.1b,parakeet,nvidia,https://huggingface.co/nvidia/parakeet-ctc-1.1b,automatic-speech-recognition,2023-12-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/parakeet-ctc-1.1b,,,parakeet-ctc-1.1b is an AI model developed by nvidia for automatic-speech-recognition.,80
albert-base-v2,albert,albert,https://huggingface.co/albert/albert-base-v2,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/albert/albert-base-v2,,,albert-base-v2 is an AI model developed by albert for fill-mask.,80
e5-base-v2,e5,intfloat,https://huggingface.co/intfloat/e5-base-v2,sentence-similarity,2023-05-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/intfloat/e5-base-v2,,,e5-base-v2 is an AI model developed by intfloat for sentence-similarity.,80
Ornith-1.5-35B-A3B-NVFP4,Ornith,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.5-35B-A3B-NVFP4,text-generation,2026-08-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/ornith-ai/Ornith-1.5-35B-A3B-NVFP4,,,Ornith-1.5-35B-A3B-NVFP4 is an AI model developed by ornith-ai for text-generation.,80
camembert-base,camembert,almanach,https://huggingface.co/almanach/camembert-base,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/almanach/camembert-base,,,camembert-base is an AI model developed by almanach for fill-mask.,80
siglip2-so400m-patch14-384,siglip2,google,https://huggingface.co/google/siglip2-so400m-patch14-384,zero-shot-image-classification,2025-02-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/siglip2-so400m-patch14-384,,,siglip2-so400m-patch14-384 is an AI model developed by google for zero-shot-image-classification.,80
OLMo-2-0425-1B,OLMo,allenai,https://huggingface.co/allenai/OLMo-2-0425-1B,text-generation,2025-04-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/allenai/OLMo-2-0425-1B,,,OLMo-2-0425-1B is an AI model developed by allenai for text-generation.,80
vit-base-nsfw-detector,vit,AdamCodd,https://huggingface.co/AdamCodd/vit-base-nsfw-detector,image-classification,2024-01-03,text,text,N/A,Open-weight,N/A,https://huggingface.co/AdamCodd/vit-base-nsfw-detector,,,vit-base-nsfw-detector is an AI model developed by AdamCodd for image-classification.,80
wavlm-base-plus,wavlm,microsoft,https://huggingface.co/microsoft/wavlm-base-plus,feature-extraction,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/wavlm-base-plus,,,wavlm-base-plus is an AI model developed by microsoft for feature-extraction.,80
DeepSeek-R1-0528-Qwen3-8B,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,text-generation,2025-05-29,text,text,N/A,Open-weight,N/A,https://huggingface.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,,,DeepSeek-R1-0528-Qwen3-8B is an AI model developed by deepseek-ai for text-generation.,80
GLM-5.2,GLM,zai-org,https://huggingface.co/zai-org/GLM-5.2,text-generation,2026-06-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/zai-org/GLM-5.2,,,GLM-5.2 is an AI model developed by zai-org for text-generation.,80
wav2vec2-large-xlsr-korean,wav2vec2,kresnik,https://huggingface.co/kresnik/wav2vec2-large-xlsr-korean,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/kresnik/wav2vec2-large-xlsr-korean,,,wav2vec2-large-xlsr-korean is an AI model developed by kresnik for automatic-speech-recognition.,80
DeepSeek-OCR-2,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-OCR-2,image-text-to-text,2026-01-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/deepseek-ai/DeepSeek-OCR-2,,,DeepSeek-OCR-2 is an AI model developed by deepseek-ai for image-text-to-text.,80
jina-embeddings-v2-small-en,jina,jinaai,https://huggingface.co/jinaai/jina-embeddings-v2-small-en,feature-extraction,2023-09-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/jinaai/jina-embeddings-v2-small-en,,,jina-embeddings-v2-small-en is an AI model developed by jinaai for feature-extraction.,80
F5-TTS,F5,SWivid,https://huggingface.co/SWivid/F5-TTS,text-to-speech,2024-10-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/SWivid/F5-TTS,,,F5-TTS is an AI model developed by SWivid for text-to-speech.,80
DeepSeek-V3-0324,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V3-0324,text-generation,2025-03-24,text,text,N/A,Open-weight,N/A,https://huggingface.co/deepseek-ai/DeepSeek-V3-0324,,,DeepSeek-V3-0324 is an AI model developed by deepseek-ai for text-generation.,80
Qwen3.6-35B-A3B-abliterated-v4,Qwen3.6,Bahushruth,https://huggingface.co/Bahushruth/Qwen3.6-35B-A3B-abliterated-v4,text-generation,2026-06-11,text,text,N/A,Open-weight,N/A,https://huggingface.co/Bahushruth/Qwen3.6-35B-A3B-abliterated-v4,,,Qwen3.6-35B-A3B-abliterated-v4 is an AI model developed by Bahushruth for text-generation.,80
Llama-3.3-70B-Instruct,Llama,meta-llama,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,text-generation,2024-11-26,text,text,N/A,Open-weight,N/A,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,,,Llama-3.3-70B-Instruct is an AI model developed by meta-llama for text-generation.,80
tiny-random-LlamaForCausalLM,tiny,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-random-LlamaForCausalLM,text-generation,2023-03-29,text,text,N/A,Open-weight,N/A,https://huggingface.co/trl-internal-testing/tiny-random-LlamaForCausalLM,,,tiny-random-LlamaForCausalLM is an AI model developed by trl-internal-testing for text-generation.,80
qwen3-4b-base-dapo-v4,qwen3,ReliquaryForge,https://huggingface.co/ReliquaryForge/qwen3-4b-base-dapo-v4,text-generation,2026-08-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/ReliquaryForge/qwen3-4b-base-dapo-v4,,,qwen3-4b-base-dapo-v4 is an AI model developed by ReliquaryForge for text-generation.,80
embedding,embedding,pyannote,https://huggingface.co/pyannote/embedding,General ML,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/pyannote/embedding,,,embedding is an AI model developed by pyannote for general ML tasks.,80
repeat,repeat,unslothai,https://huggingface.co/unslothai/repeat,feature-extraction,2024-07-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/unslothai/repeat,,,repeat is an AI model developed by unslothai for feature-extraction.,80
pubmedbert-base-embeddings,pubmedbert,NeuML,https://huggingface.co/NeuML/pubmedbert-base-embeddings,sentence-similarity,2023-10-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/NeuML/pubmedbert-base-embeddings,,,pubmedbert-base-embeddings is an AI model developed by NeuML for sentence-similarity.,80
dreamshaper-7,dreamshaper,Lykon,https://huggingface.co/Lykon/dreamshaper-7,text-to-image,2023-08-26,text,text,N/A,Open-weight,N/A,https://huggingface.co/Lykon/dreamshaper-7,,,dreamshaper-7 is an AI model developed by Lykon for text-to-image.,80
Cosmos-Reason2-2B,Cosmos,nvidia,https://huggingface.co/nvidia/Cosmos-Reason2-2B,image-text-to-text,2025-12-12,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/Cosmos-Reason2-2B,,,Cosmos-Reason2-2B is an AI model developed by nvidia for image-text-to-text.,80
vae-text-encorder-for-flux-klein-9b,vae,Comfy-Org,https://huggingface.co/Comfy-Org/vae-text-encorder-for-flux-klein-9b,General ML,2026-01-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/Comfy-Org/vae-text-encorder-for-flux-klein-9b,,,vae-text-encorder-for-flux-klein-9b is an AI model developed by Comfy-Org for general ML tasks.,80
jina-bert-flash-implementation,jina,jinaai,https://huggingface.co/jinaai/jina-bert-flash-implementation,General ML,2024-02-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/jinaai/jina-bert-flash-implementation,,,jina-bert-flash-implementation is an AI model developed by jinaai for general ML tasks.,80
Qwen3-30B-A3B-Instruct-2507,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507,text-generation,2025-07-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507,,,Qwen3-30B-A3B-Instruct-2507 is an AI model developed by Qwen for text-generation.,80
siglip2-base-patch16-naflex,siglip2,google,https://huggingface.co/google/siglip2-base-patch16-naflex,zero-shot-image-classification,2025-02-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/siglip2-base-patch16-naflex,,,siglip2-base-patch16-naflex is an AI model developed by google for zero-shot-image-classification.,80
mDeBERTa-v3-base-xnli-multilingual-nli-2mil7,mDeBERTa,MoritzLaurer,https://huggingface.co/MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7,zero-shot-classification,2022-08-22,text,text,N/A,Open-weight,N/A,https://huggingface.co/MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7,,,mDeBERTa-v3-base-xnli-multilingual-nli-2mil7 is an AI model developed by MoritzLaurer for zero-shot-classification.,80
DeepSeek-V4-Flash-DSpark,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-DSpark,text-generation,2026-06-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-DSpark,,,DeepSeek-V4-Flash-DSpark is an AI model developed by deepseek-ai for text-generation.,80
distilbart-cnn-12-6,distilbart,sshleifer,https://huggingface.co/sshleifer/distilbart-cnn-12-6,summarization,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sshleifer/distilbart-cnn-12-6,,,distilbart-cnn-12-6 is an AI model developed by sshleifer for summarization.,80
GLM-5.2-NVFP4,GLM,nvidia,https://huggingface.co/nvidia/GLM-5.2-NVFP4,text-generation,2026-06-22,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/GLM-5.2-NVFP4,,,GLM-5.2-NVFP4 is an AI model developed by nvidia for text-generation.,80
gemma-4-26B-A4B-it-FP8-dynamic,gemma,RedHatAI,https://huggingface.co/RedHatAI/gemma-4-26B-A4B-it-FP8-dynamic,image-text-to-text,2026-04-06,text,text,N/A,Open-weight,N/A,https://huggingface.co/RedHatAI/gemma-4-26B-A4B-it-FP8-dynamic,,,gemma-4-26B-A4B-it-FP8-dynamic is an AI model developed by RedHatAI for image-text-to-text.,80
wav2vec2-xls-r-300m-ftspeech,wav2vec2,saattrupdan,https://huggingface.co/saattrupdan/wav2vec2-xls-r-300m-ftspeech,automatic-speech-recognition,2022-03-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/saattrupdan/wav2vec2-xls-r-300m-ftspeech,,,wav2vec2-xls-r-300m-ftspeech is an AI model developed by saattrupdan for automatic-speech-recognition.,80
Qwen3.5-9B-Uncensored-HauhauCS-Aggressive,Qwen3.5,HauhauCS,https://huggingface.co/HauhauCS/Qwen3.5-9B-Uncensored-HauhauCS-Aggressive,General ML,2026-03-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/HauhauCS/Qwen3.5-9B-Uncensored-HauhauCS-Aggressive,,,Qwen3.5-9B-Uncensored-HauhauCS-Aggressive is an AI model developed by HauhauCS for general ML tasks.,80
Juggernaut-XL-v9,Juggernaut,RunDiffusion,https://huggingface.co/RunDiffusion/Juggernaut-XL-v9,text-to-image,2024-02-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/RunDiffusion/Juggernaut-XL-v9,,,Juggernaut-XL-v9 is an AI model developed by RunDiffusion for text-to-image.,80
